"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"4919_400.342_5.565",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21447.16,24873.701,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22506.252,3766,3766,3766,3766,3766
"4920_428.373_5.565",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21610.455,28194.307,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22674.191,3766,3766,3766,3766,3766
"4921_691.498_5.565",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,50830.76,57101.266,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,61331.453,3766,3766,3766,3766,3766
"4922_696.453_5.565",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,65309.215,85367.45,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,74053.01,3766,3766,3766,3766,3766
"4925_502.289_5.565",3766,3766,3766,26222.404,3766,3766,3766,3766,3766,3766,3766,3766,3766,6856.337,3766,17203.66,5435.3447,3766,3766,7322.5386,3766,3766,3766,3766,3766,3766,3766,5133.781,3766,20217.557,3766,3766,8085.25,3766,3766,3766,5079.1016,3766,3766,3766
"4926_255.232_5.567",3766,3766,3766,13168.686,10356.352,6894.595,10310.941,11933.099,11586.586,5492.2686,12033.44,4941.9614,11987.819,12928.131,11808.832,16319.995,11752.122,84063.64,105233.79,18464.611,28448.816,15744.507,48840.367,26857.04,15965.417,13818.662,28466.613,6793.8853,15018.389,10712.506,15090.599,14567.126,12503.681,14070.12,92434.25,41833.406,13406.297,26488.33,44182.492,69435.32
"4927_472.306_5.619",3766,3766,3766,13897.252,8262.101,11547.365,8757.618,17220.158,9611.785,12352.111,7962.2515,9288.953,10405.505,11500.738,9184.975,11282.843,7891.412,28816.572,324268.47,9573.595,10676.2,6718.688,10714.518,9805.699,8701.905,6229.973,6994.4976,10104.34,8971.506,12595.819,8415.57,8793.382,11007.05,8891.287,34376.08,8172.5645,9530.357,8478.528,8034.955,12646.225
"4932_237.221_5.566",3766,3766,3766,7070.2427,4403.326,5646.3345,3856.2437,4861.484,4895.3965,4388.9624,3766,3766,5060.9844,5402.438,5707.163,9720.948,4892.1494,66130.17,85550.81,10860.116,17062.889,9141.573,42149.375,19425.086,9776.943,8851.017,20005.156,6509.2793,7867.307,4903.957,7081.7007,6676.9546,4898.5796,5849.958,76440.016,32882.684,7397.677,19364.059,35673.75,56485.977
"4933_399.358_5.565",3766,3766,3766,11548.777,4755.9756,7655.444,7783.585,7454.606,10838.202,8575.223,8771.316,8193.037,12701.397,8105.433,4286.858,18404.41,5796.8906,3766,3766,14462.18,18767.695,16463.564,31872.236,16292.634,8063.556,10778.245,15260.473,10802.805,4778.5093,8833.527,6630.159,12929.041,6562.1704,7158.027,4522.663,41051.83,8368.56,22475.898,44542.61,68922.92
"4934_530.311_5.573",3766,3766,3766,9884.08,6160.405,8054.474,6867.2383,10768.595,7864.827,9501.594,5420.781,7208.464,7334.601,9306.594,6951.947,8827.87,5326.6294,272944.56,258479.88,7746.6553,7819.0215,5888.782,8348.239,6845.239,7520.327,5222.5527,4608.36,7128.3228,6642.357,8964.032,5871.6094,6257.4834,7896.0664,6353.425,303663.88,7040.7837,5792.9644,6805.8633,6798.998,10406.854
"4945_457.222_5.574",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,36593.7,35411.832,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,35411.242,3766,3766,3766,3766,3766
"4949_652.427_5.574",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,78161.57,87868.48,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,86714.97,3766,3766,3766,3766,3766
"4952_479.204_5.575",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21407.79,25246.271,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21403.14,3766,3766,3766,3766,3766
"4953_357.167_5.577",3766,3766,3766,13484.67,15398.91,14134.02,16621.908,12612.995,14151.987,15434.807,15408.602,14630.46,16933.326,16103.595,14117.1455,11354.178,13100.748,3766,3766,6851.0845,4023.5588,4954.191,4005.9646,4315.325,5682.1567,6101.392,5090.269,9028.482,16215.228,13834.807,14565.991,11774.88,11884.005,13579.08,3766,3766,14579.987,4509.0073,3766,6525.629
"4955_296.294_5.576",3766,3766,3766,3766,5102.402,11698.276,5934.41,10095.947,5359.979,15583.848,10609.383,12485.605,16040.474,8567.277,4491.5513,3766,6716.797,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7893.081,4537.003,3766,5041.4126,3766,3766,3766,3766,4517.523,3766,3766,3766
"4963_659.507_5.58",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,57273.652,65167.246,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,62215.766,3766,3766,3766,3766,3766
"4967_454.339_5.561",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,476899.47,633172.3,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,491575.6,3766,3766,3766,3766,3766
"4968_586.418_5.583",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,35522.305,52128.098,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,42601.633,3766,3766,3766,3766,3766
"4969_608.4_5.583",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,156952.05,185815.03,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,172442.86,3766,3766,3766,3766,3766
"4978_488.301_5.551",5779.276,180832.69,10256.093,20814.826,44937.125,41908.406,43854.973,64206.832,41017.7,98193.58,40143.047,64201.324,87036.695,53281.684,28663.336,23270.127,21318.816,2462553.5,146749.98,18399.818,5705.1543,17546.758,5147.303,11907.555,16606.252,14734.684,13718.934,19959.666,27719.242,25269.115,22941.814,19992.762,25739.105,24216.125,1793466.4,11891.795,22339.537,13180.4375,14833.132,22494.191
"4987_339.147_5.6",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,41152.28,49175.04,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,38776.277,3766,3766,3766,3766,3766
"4988_421.187_5.597",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,102218.38,123015.8,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,87533.71,3766,3766,3766,3766,3766
"4989_328.248_5.599",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8305.531,26807.363,3766,15578.749,10674.059,7519.6436,4153.923,12192.152,3766,3766,3766,3766,3766,3766,3766,3766,4689.218,3766,13494.293,9114.391,8804.698
"5002_603.408_5.603",3766,3766,3766,5508.25,5261.0957,4752.662,5810.921,5275.045,7205.909,4168.9136,5263.559,3766,4310.5107,5038.6787,5283.308,5841.1797,4914.1475,3766,3766,5450.771,6246.8506,4809.963,7091.6646,4523.1562,5547.846,4400.9844,5024.458,4881.1465,5172.7334,5793.9033,5688.4067,6558.3584,4858.5938,6899.627,3766,5609.9873,5596.4077,4872.702,6771.54,9320.02
"5007_315.099_5.612",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,60294.965,105703.36,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,63117.26,3766,3766,3766,3766,3766
"5008_530.348_5.612",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,27463.715,16262.186,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,26884.36,3766,3766,3766,3766,3766
"5009_327.157_5.613",3766,3766,3766,3766,10459.584,8507.748,3766,8606.411,11276.754,5463.6973,10082.618,8479.536,8574.748,10343.36,3766,3766,15086.32,3766,3766,3766,3766,4602.2925,3766,3837.8354,8414.59,4643.3467,4261.303,10869.251,10553.641,9562.9375,8290.338,10088.511,9933.896,13412.839,3766,3766,9128.2295,3766,3766,6439.088
"5010_370.331_5.618",3766,3766,3766,9937.954,7035.219,10268.842,7764.4917,10578.586,8784.242,12126.274,9261.016,9605.143,10113.98,10767.624,5671.401,7265.69,7324.078,137943.73,181370.75,3766,3766,3766,3766,3766,3766,3766,3766,4485.457,11970.119,5675.4062,6796.2163,6865.35,4738.936,6139.8574,170924.78,3766,7245.0483,3766,3766,3766
"5011_468.343_5.617",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5609.8213,11836.581,5135.6045,5074.6226,11823.944,4871.4287,5401.241,13392.27,3766,3766,3766,3766,3766,3766,3766,3766,6798.9707,3766,8573.06,6232.9854,20035.812
"5015_319.225_5.642",3766,3766,3766,10587.713,4771.309,10882.174,9951.584,12788.502,9856.518,6120.601,9323.94,4774.528,11828.339,11028.072,7833.1973,5892.4653,10745.35,56712.773,53969.652,9237.762,4480.882,5684.4927,3766,9187.182,4332.6196,6919.561,5848.163,6274.761,13173.109,6874.019,5073.7695,10029.395,7415.4966,7968.758,51466.305,3766,7503.224,6392.5796,4854.677,9207.458
"5018_297.242_5.617",3766,3766,3766,4727.926,4277.6377,6286.045,4388.0244,4500.1484,5558.758,5013.842,4494.037,5305.8594,5835.0723,6648.706,3766,6997.3096,3766,44685.87,59027.16,3766,3766,3766,3766,3766,3766,3766,3766,3766,6156.395,4131.543,4718.8853,6720.4985,3766,3868.3203,58537.58,3766,5376.0356,3766,3766,3766
"5019_378.264_5.606",3766,3766,3766,3766,5883.3643,7121.0986,3766,6732.165,7751.6626,6763.496,7887.4844,7990.779,8276.114,7253.653,3766,3766,14254.111,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6393.369,6719.183,5596.6016,5071.648,6977.2324,5524.9106,5990.743,3766,3766,5551.0557,3766,3766,5855.5664
"5020_415.318_5.62",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11218.954,9433.244,4068.6633,6710.389,3784.1807,8637.335,4065.4211,4161.979,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7975.7075,5273.218,5036.635
"5021_512.37_5.619",3766,3766,3766,22948.107,10509.539,4733.5835,8547.157,5577.205,8229.51,3766,5551.989,3766,4650.598,6718.875,11832.872,50416.27,9144.844,4240.4727,3766,86136.54,83582.31,95560.96,50457.152,97982.6,96779.29,90557.68,113067.22,25668.498,19197.576,8995.266,36419.04,25645.918,13715.739,79478.22,3766,73434.29,12826.143,105602.96,68418.6,112980.08
"5025_472.306_5.622",3766,3766,3766,11285.539,8262.101,11547.365,8757.618,15497.627,9611.785,12352.111,7962.2515,9288.953,10405.505,9308.965,8686.102,9863.993,7891.412,339527.1,302611.34,8408.341,9843.426,6718.688,10714.518,9217.978,8701.905,6229.973,6994.4976,9022.2705,8971.506,12595.819,8415.57,8793.382,11007.05,8891.287,426739.25,8172.5645,8241.632,8478.528,8034.955,12646.225
"5026_337.167_5.621",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,53754.92,56031.36,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,98643.086,3766,3766,3766,3766,3766
"5029_534.351_5.621",3766,3766,3766,7941.4507,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4431.0947,15699.317,3766,3766,3766,31637.785,30868.885,32689.844,17614.445,35043.715,37516.758,34334.45,39900.04,8761.6875,7190.104,3766,13505.031,8738.6875,4783.65,30533.318,3766,26758.604,5304.521,39566.41,26468.043,45033.082
"5031_435.178_5.657",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,88430.516,150591.77,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,112087.74,3766,3766,3766,3766,3766
"5032_634.377_5.639",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22395.031,27645.402,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22904.96,3766,3766,3766,3766,3766
"5035_451.15_5.627",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24900.252,49672.41,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28710.55,3766,3766,3766,3766,3766
"5038_413.195_5.63",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,72958.99,122347.195,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,113832.14,3766,3766,3766,3766,3766
"5039_486.285_5.629",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,232181.69,506932.6,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,516396.75,3766,3766,3766,3766,3766
"5042_191.085_5.634",3766,3766,3766,565643.1,724203.5,826502.94,921087.7,636683.4,717112.1,688793.1,712917.7,638778.1,630865.6,769989.5,640890.5,539614.25,578255.25,11373.445,7742.592,218934.5,193191.31,242703.44,136032.92,229383.06,211665.39,246217.72,206671.75,542541.9,720804.06,578819.75,602534.8,579829.8,554384,570241.75,9910.329,137670.86,740838.4,199057.77,174019.45,256076.42
"5044_200.184_5.639",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6984.7046,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9937.526,3766,3766,11216.171,17087.318
"5045_399.358_5.577",3766,3766,3766,12261.503,4755.9756,7655.444,8144.0303,7454.606,11412.817,8575.223,8771.316,9685.661,14425.943,8105.433,4286.858,19123.002,5796.8906,3766,3766,15704.748,16375.422,17076.5,50737.855,17003.773,8995.279,11306.299,20832.162,11738.9795,4778.5093,8833.527,6336.219,13917.169,6562.1704,7158.027,4522.663,71291.98,8368.56,22308.723,74864.26,110001.6
"5048_445.314_5.632",3766,3766,3766,5441.245,4732.269,6544.088,6442.1025,5646.106,7249.801,4891.163,5570.479,3766,4676.0493,6276.234,6214.6113,7878.5234,5780.557,3766,3766,4871.0415,5861.522,5029.5107,5898.6343,5680.161,5422.458,5390.0957,6155.7617,6326.8135,5908.0415,5352.633,6630.139,6071.824,6381.8237,7270.8594,3766,7398.036,5831.8853,5580.1323,5335.6772,6668.244
"5049_443.206_5.604",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23913.516,3766,9850.482,14356.956,4676.877,4304.914,5036.1997,3766,3939.8125,5687.5737,3768.4565,3766,3766,3766,3766,3766,5189.5254,3766,3766,100173.07,4210.9272,3766,3766,4452.8735,6759.9233
"5055_691.387_5.639",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4318.8774,7219.2925,3766,6751.345,8307.47,16178.598,5617.3823,11101.63,3766,3766,3766,3766,3766,3766,3766,3766,6657.007,3766,10296.061,8286.562,9462.808
"5056_501.353_5.641",3766,3766,3766,19374.074,24239.756,20526.533,19513.518,20448.11,22075.879,19763.98,22550.568,19379.123,22549.324,20211.998,17745.393,34565.156,18620.963,21710.652,15547.254,3766,3766,6201.7207,3766,3766,3766,4946.7104,3766,27341.695,22724.178,18503.154,26206.309,30304.752,16857.129,47227.027,22545.035,3766,17075.367,3766,3766,3766
"5057_393.329_5.621",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,40149.473,40768.695,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,113492.43,3766,3766,3766,3766,3766
"5061_251.128_5.642",7420.2666,6865.8364,6383.676,55514.89,47647.477,49914.957,49209.86,51861.008,42915.117,64257.566,42220.574,48830.758,57268.05,48521.28,46352.21,52928.19,38282.94,153009.72,181876.3,40050.04,40300.77,34235.17,36713.758,33835.61,31410.53,34612.594,36108.484,47138.38,44683.76,43604.11,43531.906,45140.27,48007.625,43016.758,210746.17,32682.441,49494.805,35037.5,34061.13,50301.723
"5062_401.288_5.642",10224.779,6680.865,7638.7314,17292.03,14842.228,14205.647,14026.644,14392.713,14984.291,12538.938,12552.868,11876.671,12309.145,15361.601,15605.179,28212.006,15870.035,8386.375,7086.144,17391.697,16504.45,14997.657,17431.676,18756.084,14856.509,17177.855,18019.553,15467.861,17492.7,15118.844,16796.61,17335.33,14668.452,15537.912,8660.343,21618.426,16152.323,18135.797,18004.008,19196.953
"5063_423.157_5.642",9475.454,8522.009,8666.914,54085.176,48078.535,49830.824,49207.754,51735.258,45999.027,63172.668,42394.87,57020.402,56511.656,51691.965,43534.496,49752.883,37124.47,69644.305,94140.67,41650.395,42615.125,39633.273,37134.24,35669.348,36286.41,40033.285,39203,47120.492,42127.99,41388.375,45974.66,43668.47,48679.176,43219.016,83834.52,33623.01,48918.45,36387.797,36316.73,50073.9
"5064_407.183_5.642",25646.455,19004.035,22642.65,200736.6,181085.73,169433.12,173005.27,172132.11,163846.06,198137.6,158614.58,176795.27,190181.75,176336.05,165985.25,201127.86,158063.14,341287.25,368773.47,147332.19,160667.03,126297.234,135289.61,134989.84,120922.46,127449.83,137241.66,173613.19,173694.75,171793.75,169342.92,170026.66,192923.77,158348.03,415488.34,130580.51,184801.95,136551.9,137897.44,199135.61
"5066_286.31_5.649",9052.145,3766,45856.46,45941.617,22388.838,71416.266,3907.5334,30358.1,44208.78,33963.895,31274.97,49536.508,35730.445,27790.816,42322.945,73395.375,77187.81,5547.3726,7380.2866,27452.666,17017.068,35435.875,67704.59,30817.729,37540.91,17627.086,38809.99,21282.328,43177.812,88784.555,25255.229,53038.31,18530.87,52019.746,9124.234,36927.85,26905.45,92744.15,79110.945,79757.586
"5067_458.29_5.643",31304.73,52100.273,38004.72,152420.94,141207.6,143454.69,142504.08,170683.12,126931.06,288605.3,135973.5,217286.38,243899.52,140286.17,122081.664,105223.05,112018.664,464208.6,682184.94,75897.21,77772.61,69882.03,77994.54,64471.227,66681.84,70105.34,81744.74,114572.1,110276.2,126815.76,96863.52,107490.53,127293.58,95891.266,597326.5,71714.305,123241.11,77511.086,74250.22,99969.53
"5069_385.201_5.644",3766,3766,3766,8273.943,5900.4473,7436.153,6739.4014,7939.872,7316.309,10138.745,6210.6064,8179.5347,8516.4795,7109.7524,6263.2817,8342.518,4462.2793,35903.418,37890.61,4924.2876,5553.494,4611.2607,4670.8955,4784.1787,3964.468,4304.428,4380.965,6480.128,6505.7803,7374.8027,6753.8364,6785.61,7060.5186,5404.139,33931.043,4138.371,7281.483,4549.963,4255.139,6794.4507
"5072_444.274_5.648",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,63233.5,84426.18,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,79196.58,3766,3766,3766,3766,3766
"5076_468.308_5.645",3766,3766,3766,8016.907,3766,3766,3766,3766,3766,3766,3766,8033.974,12787.559,3766,3766,10110.557,3766,3766,3766,11170.504,7069.715,5706.068,3766,11692.111,29916.557,12368.517,12340.742,8335.594,3766,3766,4854.6875,14718.934,6590.537,7532.68,3766,3766,5101.7544,10484.378,4719.877,4472.6113
"5077_399.179_5.648",3766,3766,3766,7991.532,3766,3766,4179.019,5008.966,9039.977,4584.335,6061.234,5203.6274,6302.09,4295.954,3766,37638.266,4417.9443,3766,3766,8810.656,6226.919,9088.843,9010.515,10432.364,3932.201,6796.8037,4444.1816,8674.263,4593.0063,4836.996,5802.3594,10434.719,6418.6255,5803.677,3766,6675.011,6646.3535,6230.9023,6598.72,9348.757
"5078_399.215_5.668",3766,3766,3766,7375.98,9723.767,9942.172,9874.726,8168.5854,4810.752,10613.639,9771.333,8142.6377,9330.49,10085.82,8100.555,7285.07,8547.995,66801.93,62982.188,3766,3766,3766,3766,3766,3766,3766,3766,7084.7935,9001.031,9003.141,9166.868,7537.496,6717.214,8577.205,87504.484,3766,8428.219,3766,3766,3766
"5093_470.358_5.66",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,32941.605,40055.688,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,47052.37,3766,3766,3766,3766,3766
"5102_600.422_5.657",3766,3766,3766,5930.5845,11375.055,15649.779,7698.9956,12717.315,16333.171,13744.484,14814.393,15141.001,14819.214,10979.486,10693.895,8194.037,7950.5396,14637.833,5583.6284,3766,3766,3766,3766,3766,3766,3766,3766,9457.643,9569.096,7310.5225,4274.184,11414.451,7234.2046,10326.656,18783.496,3766,6534.1147,3766,3766,3766
"5106_397.269_5.66",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,58219.746,63741.76,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,78343.19,3766,3766,3766,3766,3766
"5108_271.227_5.663",3766,3766,3766,26057.281,23102.482,19811.664,19149.957,17022.877,23538.984,21742.078,22715.133,14979.627,18099.01,24777.969,16553.078,26661.996,21644.172,88802.93,105775.15,13556.795,10526.747,11069.549,9509.1045,11054.101,12850.495,11124.3125,10385.695,16034.549,31290.758,18035.305,23880.31,24927.883,17500.29,20178.422,111457.516,8905.45,19051.418,10369.13,9632.91,11945.605
"5116_583.27_5.666",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,29203.602,11545.28,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24946.889,3766,3766,3766,3766,3766
"5117_634.377_5.666",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,47142.414,44963.312,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,39850.855,3766,3766,3766,3766,3766
"5118_437.194_5.669",3766,8604.78,3766,17667.158,15857.358,14621.196,16589.04,17479.402,15483.286,18870.002,14096.996,15406.958,18720.783,16888.479,13852.601,17730.656,13277.385,473859.12,40591.457,12909.865,11674.799,9308.962,10782.527,9816.104,9551.345,9464.924,8928.713,15391.279,17039.436,16780.953,15157.108,16512.293,17905.426,16230.003,234229.55,9135.305,18047.2,9644.043,9392.781,13823.528
